ID,Phylum,Class,Order,Family,Genus,Species,Similarity,Status
denovo7354,Chordata,Actinopterygii,Cichliformes,Cichlidae,Xenotilapia,,96.4,Published
denovo10638,Chordata,Actinopterygii,Cichliformes,Cichlidae,Xenotilapia,,96.43,Published
denovo11459,Chordata,Actinopterygii,Cichliformes,Cichlidae,Xenotilapia,,96.43,Published
denovo12289,Chordata,Actinopterygii,Cichliformes,Cichlidae,Xenotilapia,,96.43,Published
denovo2851,Chordata,Actinopterygii,Cichliformes,Cichlidae,Xenotilapia,,96.43,Private
denovo7346,Chordata,Actinopterygii,Cichliformes,Cichlidae,Xenotilapia,,96.43,Private
denovo26241,Chordata,Actinopterygii,Cichliformes,Cichlidae,Xenotilapia,,96.57,Published
denovo8072,Chordata,Actinopterygii,Cichliformes,Cichlidae,Xenotilapia,,96.67,Published
denovo10446,Chordata,Actinopterygii,Cichliformes,Cichlidae,Xenotilapia,,96.73,Published
denovo11826,Chordata,Actinopterygii,Cichliformes,Cichlidae,Xenotilapia,,96.73,Published
denovo18,Chordata,Actinopterygii,Cichliformes,Cichlidae,Xenotilapia,,96.73,Published
denovo4802,Chordata,Actinopterygii,Cichliformes,Cichlidae,Xenotilapia,,96.73,Private
denovo6582,Chordata,Actinopterygii,Cichliformes,Cichlidae,Xenotilapia,,96.73,Private
denovo6856,Chordata,Actinopterygii,Cichliformes,Cichlidae,Xenotilapia,,96.73,Private
denovo10901,Chordata,Actinopterygii,Cichliformes,Cichlidae,Xenotilapia,,97.32,Private
denovo2267,Chordata,Actinopterygii,Cichliformes,Cichlidae,Xenotilapia,,97.32,Private
denovo638,Chordata,Actinopterygii,Cichliformes,Cichlidae,Xenotilapia,,97.32,Published
denovo11549,Chordata,Actinopterygii,Cichliformes,Cichlidae,Xenotilapia,,97.92,Private
denovo17130,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90,Published
denovo20332,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.03,Private
denovo23947,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.06,Private
denovo21615,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.09,Private
denovo23477,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.09,Published
denovo7023,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.09,Published
denovo25166,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.11,Published
denovo21838,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.14,Private
denovo11130,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.15,Private
denovo23510,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.16,Published
denovo13528,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.18,Private
denovo13791,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.18,Published
denovo15330,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.18,Private
denovo16499,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.18,Published
denovo16940,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.18,Private
denovo19155,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.18,Private
denovo19642,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.18,Private
denovo20211,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.18,Private
denovo21680,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.18,Published
denovo21903,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.18,Private
denovo23435,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.18,Published
denovo25395,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.18,Published
denovo25903,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.18,Private
denovo2751,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.18,Private
denovo3502,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.18,Private
denovo5137,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.18,Private
denovo5270,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.18,Published
denovo5424,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.18,Private
denovo6136,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.18,Published
denovo6467,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.18,Private
denovo669,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.18,Private
denovo7201,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.18,Private
denovo7800,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.18,Private
denovo9535,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.18,Private
denovo23436,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.33,Published
denovo2985,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.33,Published
denovo10904,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.34,Early-Release
denovo3934,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.38,Private
denovo17612,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.39,Published
denovo23686,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.39,Private
denovo24310,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.39,Published
denovo1257,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.4,Published
denovo13037,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.45,Private
denovo4982,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.45,Published
denovo10292,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.48,Private
denovo10710,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.48,Published
denovo11828,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.48,Published
denovo12932,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.48,Published
denovo13151,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.48,Private
denovo13757,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.48,Published
denovo13767,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.48,Private
denovo19575,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.48,Private
denovo20343,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.48,Early-Release
denovo20611,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.48,Published
denovo22012,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.48,Private
denovo22339,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.48,Published
denovo22462,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.48,Published
denovo23509,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.48,Published
denovo5502,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.48,Private
denovo5574,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.48,Private
denovo678,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.48,Private
denovo9323,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.48,Published
denovo18895,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.61,Published
denovo21400,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.61,Published
denovo25684,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.61,Published
denovo25869,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.61,Private
denovo5584,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.64,Published
denovo12155,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.77,Private
denovo1580,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.77,Private
denovo16256,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.77,Private
denovo17036,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.77,Private
denovo17196,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.77,Private
denovo17670,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.77,Private
denovo18985,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.77,Private
denovo20345,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.77,Private
denovo21133,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.77,Private
denovo22905,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.77,Published
denovo22908,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.77,Published
denovo23464,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.77,Private
denovo25149,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.77,Published
denovo25392,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.77,Published
denovo3009,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.77,Published
denovo3122,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.77,Published
denovo3554,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.77,Private
denovo4733,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.77,Private
denovo7053,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.77,Published
denovo8832,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.77,Private
denovo2968,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.82,Published
denovo9540,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.88,Published
denovo25909,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.91,Early-Release
denovo3153,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.91,Published
denovo8769,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.91,Published
denovo304,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,90.99,Published
denovo11320,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.04,Private
denovo10074,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.07,Private
denovo10341,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.07,Published
denovo10697,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.07,Published
denovo10740,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.07,Private
denovo10902,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.07,Published
denovo1136,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.07,Private
denovo11383,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.07,Private
denovo13921,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.07,Private
denovo14882,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.07,Private
denovo16943,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.07,Published
denovo1769,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.07,Published
denovo21393,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.07,Published
denovo21781,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.07,Private
denovo23430,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.07,Published
denovo23442,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.07,Private
denovo23443,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.07,Published
denovo23734,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.07,Private
denovo26118,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.07,Published
denovo3613,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.07,Published
denovo6341,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.07,Private
denovo6434,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.07,Published
denovo7244,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.07,Published
denovo7364,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.07,Published
denovo9569,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.07,Published
denovo19377,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.29,Published
denovo6375,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.34,Private
denovo10454,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.37,Private
denovo12196,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.37,Private
denovo12930,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.37,Published
denovo13368,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.37,Published
denovo18897,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.37,Published
denovo202,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.37,Private
denovo23437,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.37,Published
denovo23458,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.37,Published
denovo23778,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.37,Published
denovo4389,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.37,Private
denovo672,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.37,Published
denovo7670,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.37,Published
denovo87,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.37,Private
denovo9904,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.37,Published
denovo9570,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.45,Published
denovo25779,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.52,Private
denovo10959,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.57,Published
denovo16340,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.67,Private
denovo16549,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.67,Published
denovo16945,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.67,Published
denovo18475,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.67,Published
denovo18885,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.67,Published
denovo18891,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.67,Published
denovo19682,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.67,Published
denovo20356,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.67,Private
denovo20420,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.67,Private
denovo21389,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.67,Published
denovo23660,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.67,Private
denovo2395,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.67,Private
denovo25172,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.67,Published
denovo525,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.67,Private
denovo5405,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.67,Published
denovo7342,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.67,Private
denovo9378,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.67,Private
denovo10171,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.79,Published
denovo8496,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.82,Published
denovo23463,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.89,Private
denovo24794,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.89,Published
denovo933,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.89,Private
denovo25299,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.92,Private
denovo2767,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.94,Published
denovo10906,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.96,Published
denovo10925,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.96,Published
denovo11308,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.96,Private
denovo11551,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.96,Published
denovo11818,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.96,Published
denovo11820,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.96,Published
denovo12775,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.96,Published
denovo13411,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.96,Private
denovo14973,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.96,Published
denovo17277,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.96,Published
denovo17912,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.96,Private
denovo18889,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.96,Published
denovo18904,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.96,Published
denovo19276,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.96,Published
denovo2088,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.96,Published
denovo23449,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.96,Published
denovo23479,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.96,Published
denovo23480,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.96,Published
denovo4435,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.96,Private
denovo4616,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.96,Private
denovo4801,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.96,Published
denovo6002,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.96,Private
denovo6581,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.96,Published
denovo7363,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.96,Published
denovo7371,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.96,Private
denovo7480,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.96,Private
denovo9236,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.96,Private
denovo9691,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,91.96,Published
denovo20357,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.24,Published
denovo12488,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.26,Published
denovo13792,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.26,Published
denovo16578,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.26,Private
denovo17092,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.26,Published
denovo18886,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.26,Published
denovo20333,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.26,Private
denovo20338,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.26,Published
denovo22656,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.26,Private
denovo23450,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.26,Published
denovo3504,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.26,Private
denovo3506,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.26,Published
denovo374,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.26,Private
denovo440,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.26,Private
denovo6311,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.26,Published
denovo6849,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.26,Private
denovo7351,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.26,Published
denovo7361,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.26,Published
denovo778,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.42,Private
denovo14814,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.47,Published
denovo13870,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.49,Published
denovo10639,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.56,Published
denovo10716,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.56,Published
denovo11824,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.56,Private
denovo12927,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.56,Published
denovo13373,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.56,Published
denovo13477,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.56,Published
denovo13780,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.56,Published
denovo13947,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.56,Published
denovo15460,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.56,Published
denovo15535,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.56,Private
denovo1613,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.56,Published
denovo18894,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.56,Published
denovo19373,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.56,Private
denovo20349,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.56,Published
denovo21395,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.56,Published
denovo21396,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.56,Published
denovo22110,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.56,Published
denovo22118,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.56,Published
denovo22129,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.56,Published
denovo22496,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.56,Published
denovo23441,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.56,Published
denovo23452,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.56,Published
denovo23473,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.56,Published
denovo23498,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.56,Published
denovo23522,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.56,Published
denovo23993,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.56,Published
denovo24331,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.56,Published
denovo4800,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.56,Published
denovo5542,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.56,Published
denovo6169,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.56,Published
denovo6848,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.56,Published
denovo7353,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.56,Published
denovo7926,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.56,Private
denovo9120,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.56,Private
denovo9121,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.56,Private
denovo23827,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.63,Private
denovo16958,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.67,Published
denovo21390,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.67,Published
denovo6141,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.67,Published
denovo18272,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.73,Private
denovo11817,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.79,Published
denovo7918,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.79,Published
denovo7022,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.84,Published
denovo11822,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.86,Published
denovo12486,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.86,Published
denovo1308,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.86,Published
denovo13768,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.86,Published
denovo13790,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.86,Published
denovo14411,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.86,Private
denovo15765,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.86,Published
denovo15835,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.86,Published
denovo16327,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.86,Private
denovo16948,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.86,Published
denovo16956,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.86,Published
denovo17267,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.86,Published
denovo17699,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.86,Published
denovo20172,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.86,Published
denovo20330,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.86,Published
denovo21908,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.86,Published
denovo22113,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.86,Published
denovo22119,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.86,Published
denovo22120,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.86,Published
denovo22121,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.86,Published
denovo2264,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.86,Published
denovo2324,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.86,Published
denovo23471,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.86,Published
denovo23495,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.86,Published
denovo23864,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.86,Private
denovo25433,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.86,Private
denovo2748,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.86,Private
denovo3544,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.86,Published
denovo5539,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.86,Published
denovo5546,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.86,Published
denovo5581,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.86,Published
denovo6635,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.86,Private
denovo7358,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.86,Published
denovo7476,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.86,Published
denovo8118,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.86,Published
denovo8142,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.86,Published
denovo8425,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,92.86,Published
denovo23431,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,93,Published
denovo64,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,93.03,Private
denovo1043,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,93.09,Published
denovo19252,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,93.09,Private
denovo6855,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,93.13,Published
denovo10898,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,93.15,Private
denovo12920,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,93.15,Published
denovo14706,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,93.15,Private
denovo14710,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,93.15,Private
denovo15539,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,93.15,Published
denovo16947,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,93.15,Published
denovo16971,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,93.15,Published
denovo17909,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,93.15,Published
denovo17928,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,93.15,Published
denovo18201,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,93.15,Published
denovo18888,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,93.15,Published
denovo18899,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,93.15,Published
denovo19681,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,93.15,Published
denovo20335,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,93.15,Published
denovo22106,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,93.15,Published
denovo22111,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,93.15,Published
